"PG.ProteinAccessions","NT01","NT02","NT04","NT05","NT06","NT07","NT08","NT10","NT11","NT18","NT19","NT20","NT21","NT22","NT23","NT25","NT26","NT27","NT28","NT30","NT31","NT32","NT33","NT34","NT35","NT36","NT37","NT38","NT39","NT40","NT41","NT42","NT44","NT45","NT47","NT48","NT49"
"A0A075B6K0;P01717;P01718","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"A0A075B6K5;P80748","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"Q9BX26","370497.03129999997","NaN","NaN","116777.42969999999","NaN","NaN","NaN","153289.57810000001","NaN","209536.7188","NaN","NaN","NaN","139496.9063","NaN","620338.9375","183934.4063","NaN","NaN","NaN","NaN","212872.9375","969981.5","NaN","NaN","115290.89840000001","NaN","455758.1875","NaN","1103627.25","NaN","NaN","NaN","126833.27340000001","NaN","NaN","NaN"
"Q9BX40","43205.414060000003","128712.27340000001","48715.859380000002","NaN","115310.3281","41388.871090000001","38305.699220000002","100584.88280000001","170991.85939999999","26352.898440000001","114461.8906","NaN","NaN","99502.007809999996","46966.054689999997","110084.3594","34660.132810000003","6099.1992190000001","NaN","121264.46090000001","96874.585940000004","77355.648440000004","93285.632809999996","26514.792969999999","29615.064450000002","28407.863280000001","NaN","16284.70508","79489.484379999994","37548.78125","NaN","4464.0161129999997","204300","31353.691409999999","NaN","134451.35939999999","NaN"
"Q9BX59","564722.1875","623618","680842.3125","NaN","NaN","NaN","563901.5625","483585.28129999997","715101.0625","536711.25","258116.20310000001","NaN","NaN","NaN","434099.25","NaN","NaN","NaN","NaN","NaN","NaN","364712.5","NaN","477491.75","260947.875","445742.90629999997","305397.0625","NaN","960250.75","NaN","NaN","NaN","719340.625","719614.75","206223.3125","NaN","NaN"
"Q9BX66","NaN","103775.85159999999","NaN","NaN","106267.58590000001","4578.1621089999999","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","73675.335940000004","102811.0625","NaN","NaN","NaN","NaN","NaN","NaN","152354.5313","NaN","NaN","NaN","141859.29689999999","NaN","NaN","NaN","216720.92189999999","165702.98439999999","414115.375","NaN","NaN","127305.10159999999","NaN"
"Q9BX68","53447.039060000003","90336.164059999996","97423.070309999996","203373.6875","61935.035159999999","106620.5313","99292.710940000004","161915.57810000001","157440.3438","228198.9375","147534.5313","152504.23439999999","1773928.875","132450.9688","135433.5","74180.617190000004","149566.5313","196546.5938","142672.375","203053.3125","90923.804690000004","231598.1563","251613.0938","221401","114101.8281","131385.5938","251227.5","412685.25","345959.8125","227185.0625","219623.10939999999","182262.26560000001","228583.70310000001","244921.64060000001","181084.3125","80687.671879999994","225425.54689999999"
"Q9BX95","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"Q9BXB4","41595.910159999999","39715.148439999997","37572.5625","NaN","45440.890630000002","13795.712890000001","30724.320309999999","43307.03125","NaN","37529.761720000002","23904.792969999999","NaN","NaN","19291.394530000001","40054.871090000001","18231.203130000002","24543.244139999999","36423.117189999997","NaN","12989.454100000001","50701.84375","27125.367190000001","58976.078130000002","20885.375","20079.253909999999","34656.507810000003","27630.51758","23306.185549999998","89623.6875","49749.191409999999","18463.609380000002","27314.98633","NaN","NaN","15151.33203","67132.6875","23887.601559999999"
"Q9BXF3","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","3071.23999","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"Q9BXH1","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"Q9BXI6","43912.683590000001","27571.79492","93570.40625","NaN","NaN","51123.148439999997","46807.289060000003","54991.367189999997","40316.417970000002","44356.394529999998","88151.320309999996","NaN","NaN","NaN","23561.398440000001","27973.466799999998","33136.855470000002","42358.023439999997","NaN","43379.394529999998","79288.820309999996","49118.984380000002","34177.046880000002","58923.570310000003","41358.324220000002","58063.171880000002","74837.265629999994","135544.57810000001","109634.61719999999","83641.742190000004","58755.671880000002","84284.328129999994","79123.734379999994","140316.57810000001","33698.699220000002","38030.632810000003","64462.335939999997"
"Q9BXJ9","333453.34379999997","399350.90629999997","511571.5625","179301","434307.0625","257241.0625","321043.71879999997","313681.6875","412105.71879999997","256990.73439999999","315849.78129999997","217006.875","2735938","358850.75","289900.09379999997","353623.65629999997","258249.35939999999","379115.375","232772.17189999999","257514.5938","347026.53129999997","254183.57810000001","516057.0625","333791.03129999997","294930.84379999997","283222.5","385439.78129999997","242190.125","460424.6875","619429.3125","361849.09379999997","348255.65629999997","479331.40629999997","527816.6875","239183.79689999999","419659.25","273622.3125"
"Q9BXK1","NaN","15225.9043","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","19635.462889999999","21348.378909999999","12776.266600000001","21542.953130000002","NaN","NaN","NaN","NaN","NaN","NaN","NaN","11952.19922","NaN","NaN","22052.29492","11065.693359999999","NaN","NaN","129308.44530000001","NaN","NaN","16727.03125","NaN"
"Q9BXK5","1012632.813","265417.15629999997","255003.45310000001","5923.1904299999997","295253.15629999997","159015.51560000001","113478.7656","137055.8125","169040.6563","371498","90206.859379999994","86206.0625","NaN","116541.25780000001","422676.21879999997","227586.64060000001","96039.171879999994","38690.441409999999","59297.535159999999","56493.234380000002","144231.76560000001","152052.625","35315.042970000002","115139.83590000001","425653.0625","98099.585940000004","81723.25","401083.875","247075.10939999999","56684.367189999997","129952.13280000001","75826.9375","266658.3125","134951.375","107741.75","229844.73439999999","78670.8125"
"Q9BXL5","NaN","370410.6875","490477.40629999997","519728.625","301172.375","NaN","229165.1563","NaN","NaN","51077.765630000002","NaN","186493.875","5028764","NaN","NaN","223921.0313","82045.359379999994","NaN","290064.65629999997","39787.226560000003","NaN","NaN","NaN","282323.5625","224387.51560000001","NaN","367987.375","NaN","NaN","NaN","NaN","NaN","NaN","179027.32810000001","206680.2188","283310.8125","NaN"
"Q9BXL7","NaN","NaN","52228.160159999999","NaN","NaN","31640.779299999998","NaN","23928.166020000001","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","31317.720700000002","NaN","NaN","NaN","NaN","NaN","NaN","20198.410159999999","NaN","NaN","NaN","NaN","NaN","25003.380860000001"
"Q9BXM0","NaN","NaN","NaN","NaN","NaN","NaN","134591.5","NaN","NaN","NaN","NaN","NaN","NaN","21820.75","NaN","NaN","68218.617190000004","NaN","NaN","46073.6875","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","50942.777340000001","NaN","NaN","NaN","NaN","NaN","164526.9375"
"Q9BXM9","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"Q9BXP5","543821.875","458303.6875","691311.5","445858.1875","530448","783661.25","711440.25","585019","584388.25","663665.9375","596754","503672.53129999997","3272530.75","815485","484932.6875","431375.40629999997","536016.4375","471222.625","546085.5625","528483.25","726631.6875","551239.9375","612236.5","662445.1875","572479","545195","626746.3125","691998.25","854915.8125","545571.4375","744634.625","611237.3125","1349188.375","804623.4375","488132.59379999997","439673.25","478520.75"
"Q9BXR0","84859.429690000004","123373.03909999999","104429.5313","49068.699220000002","143587.39060000001","103253.8438","110988.38280000001","66805.609379999994","109202.21090000001","66925.671879999994","98112.828129999994","72241.710940000004","NaN","37207.726560000003","93662.070309999996","142066.3125","87173.054690000004","117897.4688","NaN","99125.726559999996","55186.953130000002","61397.988279999998","118370.19530000001","98332.96875","97462.421879999994","90091.710940000004","82734.1875","114572.4844","171792.51560000001","110661.46090000001","89605.109379999994","109311.91409999999","140526.48439999999","99438.8125","90560.578129999994","149892.39060000001","95909.632809999996"
"Q9BXS5","131726.0313","115308.5156","100847.5","127466.67969999999","131905.20310000001","103547.72659999999","96961.046879999994","155410.5938","67674.734379999994","139537.5625","147188.625","136198.3125","220226.29689999999","97819.15625","151020.82810000001","99113.085940000004","123021.41409999999","139468.73439999999","101088.86719999999","97805.140629999994","141260.7188","124554.00780000001","102109.6563","89220.539059999996","96620.351559999996","133951.7813","141352.70310000001","112811.6563","155090.0313","92001.09375","121546.25780000001","119984.69530000001","170462.17189999999","101238.55469999999","141736.5313","95625.46875","143646.89060000001"
"Q9BXS6","69849.203129999994","88634.171879999994","86088.21875","67463.9375","93969.210940000004","90151.148440000004","59593.121090000001","146578.1875","61920.023439999997","57658.242189999997","87272.023440000004","29459.484380000002","NaN","70689.421879999994","60068.386720000002","81008.289059999996","61687.296880000002","152692.8125","37802.792970000002","46678.199220000002","153484.48439999999","118391.7813","30434.664059999999","96679.65625","47750.070310000003","62811.792970000002","82570.804690000004","58887.589840000001","224785.2188","55946.546880000002","29926.787110000001","137078.5","255578.23439999999","192111.5625","39440.304689999997","110739.78909999999","58594.253909999999"
"Q9BXV9","77248.632809999996","69211.679690000004","60369.476560000003","36564.34375","80207.109379999994","103014.4219","77425.539059999996","63502.351560000003","33153.320310000003","118419.9063","74730.398440000004","35755.78125","NaN","47878.90625","47286.863279999998","56091.707029999998","100295.64840000001","114647.8125","43657.085939999997","66660.890629999994","217213.4688","71511.898440000004","54070.195310000003","123317.125","81425.6875","63189.316409999999","81553.03125","111289.00780000001","178830.5625","82159.796879999994","55892","71274.210940000004","159824.4375","369342.28129999997","46742.421880000002","124330.97659999999","90294.890629999994"
"Q9BXW7","199713.0313","182355.7813","315555.90629999997","130283.11719999999","193178.14060000001","98270.140629999994","162573.48439999999","207925.9688","181830.7813","166952.60939999999","262724.6875","233092.85939999999","1667269.125","235716.7188","191858.17189999999","213208.45310000001","123035.14840000001","249169.10939999999","241916.7813","227256.51560000001","202138.3125","162848.8125","260069.625","354672.84379999997","148553.5625","160421.0938","148538.1563","NaN","354145.9375","251043.9688","240098.70310000001","255351.6875","550218.0625","205390.98439999999","141552.95310000001","192411.79689999999","46667.125"
"Q9BXW9","18455.566409999999","50904.734380000002","44835.5","NaN","27279.011719999999","28222.64258","35031.160159999999","23053.369139999999","56455.933590000001","NaN","24879.324219999999","NaN","NaN","28424.822270000001","31608.351559999999","20045.1875","36868.679689999997","33031.453130000002","NaN","20979.976559999999","45524.222659999999","15804.714840000001","52995.183590000001","33516.878909999999","16428.214840000001","30855.539059999999","NaN","14342.20117","47584.582029999998","52135.726560000003","9954.8134769999997","35166.773439999997","NaN","47834.316409999999","NaN","20487.53125","NaN"
"Q9BXY0","109882.1719","64899.691409999999","121093.1094","NaN","72512.132809999996","94557.65625","81781.96875","97851.382809999996","122452.0469","61865.894529999998","66843.59375","NaN","NaN","62820.324220000002","64500.441409999999","82788.585940000004","84078","85027.757809999996","94468.609379999994","50303.59375","114247.94530000001","97247.929690000004","61331.640630000002","101051.2813","93250.710940000004","74017.28125","108606.25","91455.195309999996","287944.25","58977.886720000002","121587.63280000001","75263.289059999996","257915.9375","236532.70310000001","85927.210940000004","77232.40625","103065.1406"
"Q9BY32","364835","260704.92189999999","296379.6875","195438.2813","232866.23439999999","80732.34375","384054.625","86784.164059999996","195817.9688","276280.5625","67058.851559999996","189494.7813","27039440","104528.44530000001","249860.45310000001","324424.71879999997","197876.67189999999","288862","199120.5","324004.5625","308144.28129999997","46737.1875","190574.1875","363931.125","270749.84379999997","332375.625","514049.75","283734.46879999997","928360.75","180196.2188","330394.65629999997","306101.03129999997","371122.0625","331592.625","256064.0625","270390.25","111767.27340000001"
"Q9BY42","61143.992189999997","28358.79883","64123.578130000002","38976.941409999999","29696.15625","40746.261720000002","56890.132810000003","47019.136720000002","56826.238279999998","46797.125","54865.289060000003","26417.51367","NaN","67901.742190000004","43812.558590000001","37797.289060000003","51073.164060000003","34913.324220000002","47599.894529999998","52401.597659999999","61358.859380000002","103483.6719","29880.386719999999","50402.046880000002","36108.671880000002","50876.140630000002","34066.292970000002","29765.410159999999","179434.79689999999","42406.632810000003","47693.046880000002","57850.171880000002","63170.964840000001","91928.546879999994","39182.828130000002","34083.136720000002","26721.871090000001"
"Q9BY43","104784.57030000001","118437.5938","139820.75","135477.125","118377.05469999999","111483.9531","102499.1406","131050.8125","116140.7188","136135.2188","102839.9844","115492.92969999999","1198793.875","138801.42189999999","128433.6094","133119.125","170861.10939999999","122646.4375","67206.921879999994","146130.39060000001","191218.60939999999","88919.34375","126618.0938","129633.7031","112834.16409999999","97834.367190000004","148979.8438","155933.29689999999","266180.5625","133546.01560000001","225426.85939999999","129733.7031","231877.14060000001","179521.0625","125800.66409999999","145641.60939999999","118694.44530000001"
"Q9BY44","100905.5938","252917.2813","253202.75","72658.734379999994","262415.59379999997","146088.67189999999","128381.13280000001","84617.867190000004","218067.17189999999","80715.476559999996","93441.46875","49724.464840000001","5409445.5","109376.0313","146657.23439999999","275471.40629999997","133237.39060000001","207248.875","103582.9375","145694.51560000001","192028.98439999999","78646.90625","153558.57810000001","215560.01560000001","126665.7656","158315.54689999999","117484.7188","132266.48439999999","329807.75","202360.51560000001","147880.9063","168509.17189999999","281605","329731.125","101268.5","331785.625","63742.757810000003"
"Q9BY50","NaN","16267.159180000001","55340.75","41102.078130000002","17098.667969999999","NaN","NaN","11420.5918","NaN","NaN","25188.365229999999","61910.714840000001","NaN","5239.1777339999999","NaN","15979.55078","NaN","33037.511720000002","75437.546879999994","NaN","NaN","NaN","9199.2021480000003","26053.269530000001","17910.765630000002","NaN","23618.240229999999","22183.980469999999","NaN","12460.5625","NaN","27683.21875","100724.0313","19526.16992","60944.171880000002","NaN","NaN"
"Q9BY77","128013.72659999999","101248.27340000001","177864.2188","1572603.375","98133.804690000004","167264.01560000001","123254.96090000001","141704.5625","141250.17189999999","135776.9688","113966.21090000001","59337.726560000003","1062390.5","147150.8125","110691.21090000001","96209.710940000004","132890.67189999999","124494.22659999999","65098.058590000001","117610.21090000001","174209.10939999999","113910.125","65457.671880000002","202350.6875","94885.523440000004","133566.4688","148456.5313","125604.5938","283327.40629999997","76100.054690000004","129139.5469","111540.42969999999","293297.875","205739.26560000001","39036.335939999997","122588.3125","138573.17189999999"
"Q9BYB0","NaN","NaN","NaN","NaN","NaN","45760.296880000002","56932.0625","NaN","NaN","NaN","NaN","NaN","NaN","47788.609380000002","38971.683590000001","NaN","60518.542970000002","NaN","NaN","58945.519529999998","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","60682.914060000003"
"Q9BYB4","53029.863279999998","41547.5625","149951.54689999999","NaN","47153.09375","72018.320309999996","60096.414060000003","71443.453129999994","NaN","84320.671879999994","52986.652340000001","NaN","NaN","78753.59375","34256.1875","41802.394529999998","53426.539060000003","54978.851560000003","NaN","41548.425779999998","53119.90625","61998.359380000002","79747.679690000004","92948.734379999994","79175.328129999994","46868.101560000003","95562.078129999994","173350.76560000001","81913.382809999996","89503.3125","50721.875","65664.4375","84824.953129999994","93871.585940000004","NaN","43132.101560000003","52807.585939999997"
"Q9BYC5","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"Q9BYC8","NaN","25874.060549999998","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","84587.203129999994","NaN","62064.480470000002","NaN","37592.074220000002","NaN","NaN","84033.34375","NaN","NaN","NaN","NaN","91683.789059999996","NaN","80168.070309999996","NaN","NaN","65895.273440000004","NaN","NaN","80736.632809999996","51738.101560000003"
"Q9BYC9","57736.15625","43363.214840000001","98759.3125","23221.771479999999","61500.820310000003","91325.960940000004","96245.671879999994","80674.117190000004","59365.464840000001","45319.1875","49078.714840000001","24719.722659999999","NaN","71170.6875","81795.742190000004","53108.683590000001","64064.296880000002","46746.109380000002","56714.855470000002","93676.101559999996","45755.191409999999","80907.234379999994","90907.171879999994","99936.445309999996","24844.421880000002","80124.5625","32313.742190000001","16627.574219999999","98587.84375","82421.359379999994","42393.882810000003","57673.527340000001","119962.4219","54865.101560000003","33695.175779999998","59055.164060000003","95790.328129999994"
"Q9BYD1","39862.855470000002","60901.84375","64031.109380000002","39087.949220000002","59219.035159999999","69906.625","52158.9375","43589.105470000002","74050.109379999994","42997.199220000002","42988.820310000003","47633.792970000002","NaN","40347.449220000002","59502.898439999997","61387.550779999998","44934.015630000002","48450.273439999997","47472.242189999997","63482.839840000001","43395.621090000001","46327.160159999999","71002.546879999994","83015.78125","36693.480470000002","71977.179690000004","58215.308590000001","43908.796880000002","105310.64840000001","54270.300779999998","65810.296879999994","53849.988279999998","104092.3594","49437.496090000001","53343.984380000002","58855.15625","72719.703129999994"
"Q9BYD2","89423.3125","60351.433590000001","84922.148440000004","61550.941409999999","46532.363279999998","67854.046879999994","61728.066409999999","63609.296880000002","45480.40625","52604.269529999998","73686.40625","97421.289059999996","506231.09379999997","41264.191409999999","85748.640629999994","56460.589840000001","71371.921879999994","58892.902340000001","75225.59375","74420.195309999996","58055.390630000002","71590.78125","82424.84375","110203.75","62709.667970000002","89068.882809999996","65746.375","43391.707029999998","112707.13280000001","81245.3125","44087.851560000003","51201.558590000001","215102.39060000001","55009.761720000002","57835.265630000002","65596.484379999994","102320.7813"
"Q9BYD3","76937.085940000004","54337.980470000002","124242.91409999999","74298.507809999996","56870.046880000002","121629.2344","85552.664059999996","52817.324220000002","116292.30469999999","50390.183590000001","39260.441409999999","113581.25780000001","NaN","53341.078130000002","66870.960940000004","56526.402340000001","78330.304690000004","48188.59375","73806.414059999996","69484.210940000004","79174.148440000004","51936.785159999999","71598.210940000004","107986.3438","37992.816409999999","79134.875","52440.363279999998","44938.496090000001","190978.98439999999","69017.304690000004","49966.15625","48832.425779999998","219038.5","74866.90625","46580.75","72179.96875","93349.257809999996"
"Q9BYD6","90708.984379999994","85657.15625","136060.5","115451.1406","91005.53125","111448.7969","125570.03909999999","74902.257809999996","120137.92969999999","64257.574220000002","57176.597659999999","100360.4219","273093.53129999997","81774.210940000004","102757.78909999999","94974.164059999996","108959.08590000001","67181.679690000004","99058.15625","107915.2344","86929.726559999996","66955.023440000004","204120.8125","143463.1875","69272.625","91894.953129999994","64633.679689999997","99773.90625","176821.9688","204532.6563","72841.59375","73103.203129999994","226893.35939999999","91866.664059999996","75407.421879999994","98668.09375","108746.28909999999"
"Q9BYG3","96429.570309999996","136353.26560000001","223209.85939999999","68823.757809999996","166653.4063","76977.140629999994","120323.5781","105207.3125","113481.42969999999","92698.90625","112228.2656","69567.757809999996","748972","103389.125","83484.65625","114803.9688","121657.2813","102120.05469999999","89614.382809999996","109413.0625","71997.210940000004","83639.53125","74536.65625","184312.0938","57070.144529999998","98355.304690000004","104931.5","74144.859379999994","148329.64060000001","73955.46875","125915.72659999999","95777.421879999994","330303.1875","124061.5781","66939.78125","114305.49219999999","91684.375"
"Q9BYI3","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"Q9BYJ4","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"Q9BYJ9","NaN","149469.10939999999","64057.363279999998","NaN","251398.4063","119740.3281","59919.300779999998","51233.976560000003","75761.390629999994","100175.36719999999","71188.007809999996","NaN","NaN","84967.078129999994","46897.765630000002","194509.8125","64112.050779999998","76831.054690000004","NaN","77278.523440000004","93566.492190000004","62146.507810000003","91615.640629999994","90919.429690000004","110173.5","73028.820309999996","80787.671879999994","175440.5","189055.0938","152221.625","83074.15625","72825.9375","58326.753909999999","93249.914059999996","NaN","242280.3125","50192.167970000002"
"Q9BYM8","116086.5938","40732.855470000002","271266","169026.82810000001","1024567.25","193073.3125","36727.292970000002","34424.65625","16464.984380000002","NaN","NaN","33969.835939999997","NaN","NaN","NaN","30926.277340000001","237327.60939999999","86500.710940000004","NaN","238102.42189999999","48022.855470000002","NaN","251091","NaN","NaN","47322.582029999998","43470.945310000003","207433.57810000001","268073.1875","306902.6875","199402.0938","43456.851560000003","369301.96879999997","NaN","122186.5156","33781.429689999997","174314.17189999999"
"Q9BYN8","97897.5","133311.625","106060.4375","281083.25","134751.8438","201900.375","203344.4063","74551.171879999994","92778.984379999994","61426.246090000001","83984.117190000004","80800.796879999994","6742883","66216.265629999994","121759.1406","98354.226559999996","84473","99062.710940000004","192865.5938","101360.57030000001","83371.109379999994","63264.523439999997","92469.03125","106603.5938","51022.289060000003","83749.09375","44420.765630000002","37991.578130000002","291140.84379999997","81128.046879999994","115705.2969","84263.804690000004","109555.7344","158759.26560000001","276312.5625","139110.5625","98489.695309999996"
"Q9BYT8","28196.28125","100842.3906","61805.277340000001","49214.78125","107051.1719","34241.179689999997","66605.78125","25133.697270000001","86405.3125","NaN","32189.230469999999","83640.5","NaN","NaN","22457.537110000001","108507.6875","51558.238279999998","80883.640629999994","113794.0938","55211.132810000003","64792.199220000002","29951.789059999999","61415.441409999999","72327.429690000004","NaN","30958.041020000001","NaN","37541.058590000001","127836.11719999999","65898.710940000004","70306.234379999994","78280.75","178978.4688","70124.84375","62319.882810000003","115515.8281","75824.703129999994"
"Q9BYV8","59543.484380000002","8697.3759769999997","NaN","NaN","27879.535159999999","19314.560549999998","41550.195310000003","29575.787110000001","19371.841799999998","12414.322270000001","23027.908200000002","NaN","NaN","28451.035159999999","44199.710939999997","NaN","37946.332029999998","7194.4750979999999","NaN","31909.429690000001","17104.601559999999","43149.9375","7347.8344729999999","7193.8232420000004","21182.408200000002","31604.121090000001","43757.988279999998","NaN","NaN","12466.728520000001","NaN","23040.140630000002","NaN","NaN","NaN","7466.1157229999999","17024.285159999999"
"Q9BYV9","108807.80469999999","NaN","NaN","NaN","NaN","NaN","NaN","59972.757810000003","NaN","66357.929690000004","NaN","NaN","NaN","67206.78125","NaN","18826.050780000001","NaN","NaN","NaN","NaN","115158.7813","NaN","NaN","NaN","NaN","39891.144529999998","NaN","NaN","106232.42969999999","NaN","72532.945309999996","57129.253909999999","226040.26560000001","NaN","NaN","NaN","NaN"
"Q9BYW2","NaN","NaN","NaN","NaN","NaN","37831.703130000002","NaN","39119.152340000001","37777.5","26518.140630000002","NaN","NaN","NaN","NaN","NaN","NaN","46153.140630000002","NaN","NaN","NaN","NaN","41005.625","NaN","53923.710939999997","342084.5625","NaN","46728.128909999999","NaN","NaN","NaN","27693.730469999999","NaN","9148.4931639999995","40132.949220000002","NaN","18912.015630000002","NaN"
"Q9BYX7","729131.5625","192312.2188","1849168.125","606285.25","582251.375","1826229.25","649501.4375","464072","1294056.125","332302.125","454974.75","809619.5","NaN","128472.5781","575484.6875","37787.148439999997","483335.9375","713955.25","298563.375","351301.1875","8827088","450109.03129999997","165675.60939999999","373969.5","862995.25","379226.625","413178.65629999997","2069563.75","3053862","71074.9375","940487.6875","621632.1875","2581224.5","2880443.5","525092.5","478111.96879999997","451086.9375"
"Q9BZ23","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN","NaN"
"Q9BZ95","150334.3125","109513","132369.375","159246.45310000001","143907.20310000001","121086.69530000001","75750.421879999994","177119.1875","155735.35939999999","67851.273440000004","80429.8125","161401.26560000001","196128.7188","196664.42189999999","61994.253909999999","143824.125","79966.851559999996","57698.652340000001","183961.70310000001","138649.375","132364.57810000001","63738.769529999998","163905.5","98320.15625","63704.632810000003","67065.5","77590.6875","91094.351559999996","164437.42189999999","100784.4375","125556.02340000001","176796.125","158959.57810000001","127216.6563","126926.5469","70523.953129999994","86498.953129999994"
"Q9BZD4","99458.109379999994","106702.36719999999","118732.9219","326980.0625","109500.53909999999","101888.02340000001","76918.53125","43438.023439999997","156460.4375","54983.914060000003","82288.796879999994","291711.875","558562.3125","65639.148440000004","57251.527340000001","194072.9375","125896.60159999999","111503.44530000001","382997.875","254903.48439999999","63439.222659999999","54842.988279999998","89348.140629999994","61607.976560000003","85642.117190000004","108459.08590000001","66928.882809999996","53775.96875","206167.14060000001","74510.007809999996","88399.203129999994","139613.2813","309618.59379999997","103185.46090000001","201372.875","95050.203129999994","66534.421879999994"
"Q9BZE1","110364.6094","88539.78125","175883.51560000001","109494.7344","100526.7656","153283.79689999999","145078.89060000001","87689.460940000004","174584.57810000001","94127.3125","49049.363279999998","85840.546879999994","NaN","108192.9531","132857.5313","78991.1875","111333.4219","53549.789060000003","118587.5313","113473.50780000001","92043.75","76687.171879999994","95231.101559999996","153478.4063","54100.207029999998","109821.9844","78082.882809999996","94075.867190000004","209809.9375","110344.4844","56481.140630000002","51517.402340000001","194109.8438","141893.60939999999","84913.273440000004","100190.77340000001","138102.70310000001"
"Q9BZE4","157280.0938","204624.1875","298451.59379999997","53391.855470000002","235265.60939999999","158250.26560000001","183029.4688","212795.9375","234900.10939999999","227099.60939999999","171781.5313","70176.03125","543615.75","169508.6875","141047.7813","240270.89060000001","206044.5938","190168.125","204499.875","193476.75","212266.20310000001","216012.29689999999","171507.125","313566.4375","152104.98439999999","175784.3125","164096.25","145261.3125","335837.03129999997","210405.10939999999","243348.73439999999","223415.5938","641397.5625","284364.15629999997","183879.8438","226140.1875","138231.57810000001"
"Q9BZE9","24945.48633","NaN","29584.941409999999","NaN","14880.572270000001","19310.08008","100467.05469999999","13762.789059999999","863383.5625","53423.390630000002","129722.0156","NaN","NaN","231381.79689999999","50421.640630000002","58167.019529999998","159470.07810000001","104069.2188","NaN","109282.44530000001","171823.3125","27526.832030000001","66932.4375","NaN","22544.38867","119144.50780000001","157104.2813","19178.183590000001","174520.89060000001","54027.808590000001","220742.75","100465.0625","519027.28129999997","46707.925779999998","NaN","11636.10742","38989.804689999997"
